"id";"dataset_constants";"task_hetero";"machine_hetero";"no_tasks_dist";"no_tasks";"no_machines_dist";"no_machines"
1876;24;"medium";"low";"low";3;"medium";29
1877;24;"medium";"medium";"low";3;"medium";29
1878;24;"medium";"high";"low";3;"medium";29
1879;24;"high";"low";"low";3;"medium";29
1880;24;"high";"medium";"low";3;"medium";29
1881;24;"high";"high";"low";3;"medium";29
1882;24;"low";"low";"low";3;"high";22
1883;24;"low";"medium";"low";3;"high";22
1884;24;"low";"high";"low";3;"high";22
1885;24;"medium";"low";"low";3;"high";22
1886;24;"medium";"medium";"low";3;"high";22
1887;24;"medium";"high";"low";3;"high";22
1888;24;"high";"low";"low";3;"high";22
1889;24;"high";"medium";"low";3;"high";22
1890;24;"high";"high";"low";3;"high";22
1891;24;"low";"low";"medium";10;"low";1
1892;24;"low";"medium";"medium";10;"low";1
1893;24;"low";"high";"medium";10;"low";1
1894;24;"medium";"low";"medium";10;"low";1
1895;24;"medium";"medium";"medium";10;"low";1
1896;24;"medium";"high";"medium";10;"low";1
1897;24;"high";"low";"medium";10;"low";1
1898;24;"high";"medium";"medium";10;"low";1
1899;24;"high";"high";"medium";10;"low";1
1900;24;"low";"low";"medium";10;"medium";22
1901;24;"low";"medium";"medium";10;"medium";22
1902;24;"low";"high";"medium";10;"medium";22
1903;24;"medium";"low";"medium";10;"medium";22
1904;24;"medium";"medium";"medium";10;"medium";22
1905;24;"medium";"high";"medium";10;"medium";22
1906;24;"high";"low";"medium";10;"medium";22
1907;24;"high";"medium";"medium";10;"medium";22
1908;24;"high";"high";"medium";10;"medium";22
1909;24;"low";"low";"medium";10;"high";20
1910;24;"low";"medium";"medium";10;"high";20
1911;24;"low";"high";"medium";10;"high";20
1912;24;"medium";"low";"medium";10;"high";20
1913;24;"medium";"medium";"medium";10;"high";20
1914;24;"medium";"high";"medium";10;"high";20
1915;24;"high";"low";"medium";10;"high";20
1916;24;"high";"medium";"medium";10;"high";20
1917;24;"high";"high";"medium";10;"high";20
1918;24;"low";"low";"high";15;"low";9
1919;24;"low";"medium";"high";15;"low";9
1920;24;"low";"high";"high";15;"low";9
1921;24;"medium";"low";"high";15;"low";9
1922;24;"medium";"medium";"high";15;"low";9
1923;24;"medium";"high";"high";15;"low";9
1924;24;"high";"low";"high";15;"low";9
1925;24;"high";"medium";"high";15;"low";9
1926;24;"high";"high";"high";15;"low";9
1927;24;"low";"low";"high";15;"medium";22
1928;24;"low";"medium";"high";15;"medium";22
1929;24;"low";"high";"high";15;"medium";22
1930;24;"medium";"low";"high";15;"medium";22
1931;24;"medium";"medium";"high";15;"medium";22
1932;24;"medium";"high";"high";15;"medium";22
1933;24;"high";"low";"high";15;"medium";22
1934;24;"high";"medium";"high";15;"medium";22
1935;24;"high";"high";"high";15;"medium";22
1936;24;"low";"low";"high";15;"high";26
1937;24;"low";"medium";"high";15;"high";26
1938;24;"low";"high";"high";15;"high";26
1939;24;"medium";"low";"high";15;"high";26
1940;24;"medium";"medium";"high";15;"high";26
1941;24;"medium";"high";"high";15;"high";26
1942;24;"high";"low";"high";15;"high";26
1943;24;"high";"medium";"high";15;"high";26
1944;24;"high";"high";"high";15;"high";26
1945;25;"low";"low";"low";8;"low";10
1946;25;"low";"medium";"low";8;"low";10
1947;25;"low";"high";"low";8;"low";10
1948;25;"medium";"low";"low";8;"low";10
1949;25;"medium";"medium";"low";8;"low";10
1950;25;"medium";"high";"low";8;"low";10
1951;25;"high";"low";"low";8;"low";10
1952;25;"high";"medium";"low";8;"low";10
1953;25;"high";"high";"low";8;"low";10
1954;25;"low";"low";"low";8;"medium";56
1955;25;"low";"medium";"low";8;"medium";56
1956;25;"low";"high";"low";8;"medium";56
1957;25;"medium";"low";"low";8;"medium";56
1958;25;"medium";"medium";"low";8;"medium";56
1959;25;"medium";"high";"low";8;"medium";56
1960;25;"high";"low";"low";8;"medium";56
1961;25;"high";"medium";"low";8;"medium";56
1962;25;"high";"high";"low";8;"medium";56
1963;25;"low";"low";"low";8;"high";45
1964;25;"low";"medium";"low";8;"high";45
1965;25;"low";"high";"low";8;"high";45
1966;25;"medium";"low";"low";8;"high";45
1967;25;"medium";"medium";"low";8;"high";45
1968;25;"medium";"high";"low";8;"high";45
1969;25;"high";"low";"low";8;"high";45
1970;25;"high";"medium";"low";8;"high";45
1971;25;"high";"high";"low";8;"high";45
1972;25;"low";"low";"medium";30;"low";20
1973;25;"low";"medium";"medium";30;"low";20
1974;25;"low";"high";"medium";30;"low";20
1975;25;"medium";"low";"medium";30;"low";20
1976;25;"medium";"medium";"medium";30;"low";20
1977;25;"medium";"high";"medium";30;"low";20
1978;25;"high";"low";"medium";30;"low";20
1979;25;"high";"medium";"medium";30;"low";20
1980;25;"high";"high";"medium";30;"low";20
1981;25;"low";"low";"medium";30;"medium";53
1982;25;"low";"medium";"medium";30;"medium";53
1983;25;"low";"high";"medium";30;"medium";53
1984;25;"medium";"low";"medium";30;"medium";53
1985;25;"medium";"medium";"medium";30;"medium";53
1986;25;"medium";"high";"medium";30;"medium";53
1987;25;"high";"low";"medium";30;"medium";53
1988;25;"high";"medium";"medium";30;"medium";53
1989;25;"high";"high";"medium";30;"medium";53
1990;25;"low";"low";"medium";30;"high";42
1991;25;"low";"medium";"medium";30;"high";42
1992;25;"low";"high";"medium";30;"high";42
1993;25;"medium";"low";"medium";30;"high";42
1994;25;"medium";"medium";"medium";30;"high";42
1995;25;"medium";"high";"medium";30;"high";42
1996;25;"high";"low";"medium";30;"high";42
1997;25;"high";"medium";"medium";30;"high";42
1998;25;"high";"high";"medium";30;"high";42
1999;25;"low";"low";"high";53;"low";2
2000;25;"low";"medium";"high";53;"low";2
2001;25;"low";"high";"high";53;"low";2
2002;25;"medium";"low";"high";53;"low";2
2003;25;"medium";"medium";"high";53;"low";2
2004;25;"medium";"high";"high";53;"low";2
2005;25;"high";"low";"high";53;"low";2
2006;25;"high";"medium";"high";53;"low";2
2007;25;"high";"high";"high";53;"low";2
2008;25;"low";"low";"high";53;"medium";59
2009;25;"low";"medium";"high";53;"medium";59
2010;25;"low";"high";"high";53;"medium";59
2011;25;"medium";"low";"high";53;"medium";59
2012;25;"medium";"medium";"high";53;"medium";59
2013;25;"medium";"high";"high";53;"medium";59
2014;25;"high";"low";"high";53;"medium";59
2015;25;"high";"medium";"high";53;"medium";59
2016;25;"high";"high";"high";53;"medium";59
2017;25;"low";"low";"high";53;"high";42
2018;25;"low";"medium";"high";53;"high";42
2019;25;"low";"high";"high";53;"high";42
2020;25;"medium";"low";"high";53;"high";42
2021;25;"medium";"medium";"high";53;"high";42
2022;25;"medium";"high";"high";53;"high";42
2023;25;"high";"low";"high";53;"high";42
2024;25;"high";"medium";"high";53;"high";42
2025;25;"high";"high";"high";53;"high";42
2026;26;"low";"low";"low";8;"low";3
2027;26;"low";"medium";"low";8;"low";3
2028;26;"low";"high";"low";8;"low";3
2029;26;"medium";"low";"low";8;"low";3
2030;26;"medium";"medium";"low";8;"low";3
2031;26;"medium";"high";"low";8;"low";3
2032;26;"high";"low";"low";8;"low";3
2033;26;"high";"medium";"low";8;"low";3
2034;26;"high";"high";"low";8;"low";3
2035;26;"low";"low";"low";8;"medium";16
2036;26;"low";"medium";"low";8;"medium";16
2037;26;"low";"high";"low";8;"medium";16
2038;26;"medium";"low";"low";8;"medium";16
2039;26;"medium";"medium";"low";8;"medium";16
2040;26;"medium";"high";"low";8;"medium";16
2041;26;"high";"low";"low";8;"medium";16
2042;26;"high";"medium";"low";8;"medium";16
2043;26;"high";"high";"low";8;"medium";16
2044;26;"low";"low";"low";8;"high";14
2045;26;"low";"medium";"low";8;"high";14
2046;26;"low";"high";"low";8;"high";14
2047;26;"medium";"low";"low";8;"high";14
2048;26;"medium";"medium";"low";8;"high";14
2049;26;"medium";"high";"low";8;"high";14
2050;26;"high";"low";"low";8;"high";14
2051;26;"high";"medium";"low";8;"high";14
2052;26;"high";"high";"low";8;"high";14
2053;26;"low";"low";"medium";41;"low";2
2054;26;"low";"medium";"medium";41;"low";2
2055;26;"low";"high";"medium";41;"low";2
2056;26;"medium";"low";"medium";41;"low";2
2057;26;"medium";"medium";"medium";41;"low";2
2058;26;"medium";"high";"medium";41;"low";2
2059;26;"high";"low";"medium";41;"low";2
2060;26;"high";"medium";"medium";41;"low";2
2061;26;"high";"high";"medium";41;"low";2
2062;26;"low";"low";"medium";41;"medium";12
2063;26;"low";"medium";"medium";41;"medium";12
2064;26;"low";"high";"medium";41;"medium";12
2065;26;"medium";"low";"medium";41;"medium";12
2066;26;"medium";"medium";"medium";41;"medium";12
2067;26;"medium";"high";"medium";41;"medium";12
2068;26;"high";"low";"medium";41;"medium";12
2069;26;"high";"medium";"medium";41;"medium";12
2070;26;"high";"high";"medium";41;"medium";12
2071;26;"low";"low";"medium";41;"high";16
2072;26;"low";"medium";"medium";41;"high";16
2073;26;"low";"high";"medium";41;"high";16
2074;26;"medium";"low";"medium";41;"high";16
2075;26;"medium";"medium";"medium";41;"high";16
2076;26;"medium";"high";"medium";41;"high";16
2077;26;"high";"low";"medium";41;"high";16
2078;26;"high";"medium";"medium";41;"high";16
2079;26;"high";"high";"medium";41;"high";16
2080;26;"low";"low";"high";65;"low";5
2081;26;"low";"medium";"high";65;"low";5
2082;26;"low";"high";"high";65;"low";5
2083;26;"medium";"low";"high";65;"low";5
2084;26;"medium";"medium";"high";65;"low";5
2085;26;"medium";"high";"high";65;"low";5
2086;26;"high";"low";"high";65;"low";5
2087;26;"high";"medium";"high";65;"low";5
2088;26;"high";"high";"high";65;"low";5
2089;26;"low";"low";"high";65;"medium";16
2090;26;"low";"medium";"high";65;"medium";16
2091;26;"low";"high";"high";65;"medium";16
2092;26;"medium";"low";"high";65;"medium";16
2093;26;"medium";"medium";"high";65;"medium";16
2094;26;"medium";"high";"high";65;"medium";16
2095;26;"high";"low";"high";65;"medium";16
2096;26;"high";"medium";"high";65;"medium";16
2097;26;"high";"high";"high";65;"medium";16
2098;26;"low";"low";"high";65;"high";12
2099;26;"low";"medium";"high";65;"high";12
2100;26;"low";"high";"high";65;"high";12
2101;26;"medium";"low";"high";65;"high";12
2102;26;"medium";"medium";"high";65;"high";12
2103;26;"medium";"high";"high";65;"high";12
2104;26;"high";"low";"high";65;"high";12
2105;26;"high";"medium";"high";65;"high";12
2106;26;"high";"high";"high";65;"high";12
2107;27;"low";"low";"low";10;"low";8
2108;27;"low";"medium";"low";10;"low";8
2109;27;"low";"high";"low";10;"low";8
2110;27;"medium";"low";"low";10;"low";8
2111;27;"medium";"medium";"low";10;"low";8
2112;27;"medium";"high";"low";10;"low";8
2113;27;"high";"low";"low";10;"low";8
2114;27;"high";"medium";"low";10;"low";8
2115;27;"high";"high";"low";10;"low";8
2116;27;"low";"low";"low";10;"medium";46
2117;27;"low";"medium";"low";10;"medium";46
2118;27;"low";"high";"low";10;"medium";46
2119;27;"medium";"low";"low";10;"medium";46
2120;27;"medium";"medium";"low";10;"medium";46
2121;27;"medium";"high";"low";10;"medium";46
2122;27;"high";"low";"low";10;"medium";46
2123;27;"high";"medium";"low";10;"medium";46
2124;27;"high";"high";"low";10;"medium";46
2125;27;"low";"low";"low";10;"high";36
2126;27;"low";"medium";"low";10;"high";36
2127;27;"low";"high";"low";10;"high";36
2128;27;"medium";"low";"low";10;"high";36
2129;27;"medium";"medium";"low";10;"high";36
2130;27;"medium";"high";"low";10;"high";36
2131;27;"high";"low";"low";10;"high";36
2132;27;"high";"medium";"low";10;"high";36
2133;27;"high";"high";"low";10;"high";36
2134;27;"low";"low";"medium";22;"low";4
2135;27;"low";"medium";"medium";22;"low";4
2136;27;"low";"high";"medium";22;"low";4
2137;27;"medium";"low";"medium";22;"low";4
2138;27;"medium";"medium";"medium";22;"low";4
2139;27;"medium";"high";"medium";22;"low";4
2140;27;"high";"low";"medium";22;"low";4
2141;27;"high";"medium";"medium";22;"low";4
2142;27;"high";"high";"medium";22;"low";4
2143;27;"low";"low";"medium";22;"medium";41
2144;27;"low";"medium";"medium";22;"medium";41
2145;27;"low";"high";"medium";22;"medium";41
2146;27;"medium";"low";"medium";22;"medium";41
2147;27;"medium";"medium";"medium";22;"medium";41
2148;27;"medium";"high";"medium";22;"medium";41
2149;27;"high";"low";"medium";22;"medium";41
2150;27;"high";"medium";"medium";22;"medium";41
2151;27;"high";"high";"medium";22;"medium";41
2152;27;"low";"low";"medium";22;"high";44
2153;27;"low";"medium";"medium";22;"high";44
2154;27;"low";"high";"medium";22;"high";44
2155;27;"medium";"low";"medium";22;"high";44
2156;27;"medium";"medium";"medium";22;"high";44
2157;27;"medium";"high";"medium";22;"high";44
2158;27;"high";"low";"medium";22;"high";44
2159;27;"high";"medium";"medium";22;"high";44
2160;27;"high";"high";"medium";22;"high";44
2161;27;"low";"low";"high";42;"low";13
2162;27;"low";"medium";"high";42;"low";13
2163;27;"low";"high";"high";42;"low";13
2164;27;"medium";"low";"high";42;"low";13
2165;27;"medium";"medium";"high";42;"low";13
2166;27;"medium";"high";"high";42;"low";13
2167;27;"high";"low";"high";42;"low";13
2168;27;"high";"medium";"high";42;"low";13
2169;27;"high";"high";"high";42;"low";13
2170;27;"low";"low";"high";42;"medium";44
2171;27;"low";"medium";"high";42;"medium";44
2172;27;"low";"high";"high";42;"medium";44
2173;27;"medium";"low";"high";42;"medium";44
2174;27;"medium";"medium";"high";42;"medium";44
2175;27;"medium";"high";"high";42;"medium";44
2176;27;"high";"low";"high";42;"medium";44
2177;27;"high";"medium";"high";42;"medium";44
2178;27;"high";"high";"high";42;"medium";44
2179;27;"low";"low";"high";42;"high";35
2180;27;"low";"medium";"high";42;"high";35
2181;27;"low";"high";"high";42;"high";35
2182;27;"medium";"low";"high";42;"high";35
2183;27;"medium";"medium";"high";42;"high";35
2184;27;"medium";"high";"high";42;"high";35
2185;27;"high";"low";"high";42;"high";35
2186;27;"high";"medium";"high";42;"high";35
2187;27;"high";"high";"high";42;"high";35
2188;28;"low";"low";"low";11;"low";9
2189;28;"low";"medium";"low";11;"low";9
2190;28;"low";"high";"low";11;"low";9
2191;28;"medium";"low";"low";11;"low";9
2192;28;"medium";"medium";"low";11;"low";9
2193;28;"medium";"high";"low";11;"low";9
2194;28;"high";"low";"low";11;"low";9
2195;28;"high";"medium";"low";11;"low";9
2196;28;"high";"high";"low";11;"low";9
2197;28;"low";"low";"low";11;"medium";70
2198;28;"low";"medium";"low";11;"medium";70
2199;28;"low";"high";"low";11;"medium";70
2200;28;"medium";"low";"low";11;"medium";70
2201;28;"medium";"medium";"low";11;"medium";70
2202;28;"medium";"high";"low";11;"medium";70
2203;28;"high";"low";"low";11;"medium";70
2204;28;"high";"medium";"low";11;"medium";70
2205;28;"high";"high";"low";11;"medium";70
2206;28;"low";"low";"low";11;"high";65
2207;28;"low";"medium";"low";11;"high";65
2208;28;"low";"high";"low";11;"high";65
2209;28;"medium";"low";"low";11;"high";65
2210;28;"medium";"medium";"low";11;"high";65
2211;28;"medium";"high";"low";11;"high";65
2212;28;"high";"low";"low";11;"high";65
2213;28;"high";"medium";"low";11;"high";65
2214;28;"high";"high";"low";11;"high";65
2215;28;"low";"low";"medium";18;"low";10
2216;28;"low";"medium";"medium";18;"low";10
2217;28;"low";"high";"medium";18;"low";10
2218;28;"medium";"low";"medium";18;"low";10
2219;28;"medium";"medium";"medium";18;"low";10
2220;28;"medium";"high";"medium";18;"low";10
2221;28;"high";"low";"medium";18;"low";10
2222;28;"high";"medium";"medium";18;"low";10
2223;28;"high";"high";"medium";18;"low";10
2224;28;"low";"low";"medium";18;"medium";83
2225;28;"low";"medium";"medium";18;"medium";83
2226;28;"low";"high";"medium";18;"medium";83
2227;28;"medium";"low";"medium";18;"medium";83
2228;28;"medium";"medium";"medium";18;"medium";83
2229;28;"medium";"high";"medium";18;"medium";83
2230;28;"high";"low";"medium";18;"medium";83
2231;28;"high";"medium";"medium";18;"medium";83
2232;28;"high";"high";"medium";18;"medium";83
2233;28;"low";"low";"medium";18;"high";79
2234;28;"low";"medium";"medium";18;"high";79
2235;28;"low";"high";"medium";18;"high";79
2236;28;"medium";"low";"medium";18;"high";79
2237;28;"medium";"medium";"medium";18;"high";79
2238;28;"medium";"high";"medium";18;"high";79
2239;28;"high";"low";"medium";18;"high";79
2240;28;"high";"medium";"medium";18;"high";79
2241;28;"high";"high";"medium";18;"high";79
2242;28;"low";"low";"high";35;"low";3
2243;28;"low";"medium";"high";35;"low";3
2244;28;"low";"high";"high";35;"low";3
2245;28;"medium";"low";"high";35;"low";3
2246;28;"medium";"medium";"high";35;"low";3
2247;28;"medium";"high";"high";35;"low";3
2248;28;"high";"low";"high";35;"low";3
2249;28;"high";"medium";"high";35;"low";3
2250;28;"high";"high";"high";35;"low";3
2251;28;"low";"low";"high";35;"medium";60
2252;28;"low";"medium";"high";35;"medium";60
2253;28;"low";"high";"high";35;"medium";60
2254;28;"medium";"low";"high";35;"medium";60
2255;28;"medium";"medium";"high";35;"medium";60
2256;28;"medium";"high";"high";35;"medium";60
2257;28;"high";"low";"high";35;"medium";60
2258;28;"high";"medium";"high";35;"medium";60
2259;28;"high";"high";"high";35;"medium";60
2260;28;"low";"low";"high";35;"high";61
2261;28;"low";"medium";"high";35;"high";61
2262;28;"low";"high";"high";35;"high";61
2263;28;"medium";"low";"high";35;"high";61
2264;28;"medium";"medium";"high";35;"high";61
2265;28;"medium";"high";"high";35;"high";61
2266;28;"high";"low";"high";35;"high";61
2267;28;"high";"medium";"high";35;"high";61
2268;28;"high";"high";"high";35;"high";61
2269;29;"low";"low";"low";15;"low";2
2270;29;"low";"medium";"low";15;"low";2
2271;29;"low";"high";"low";15;"low";2
2272;29;"medium";"low";"low";15;"low";2
2273;29;"medium";"medium";"low";15;"low";2
2274;29;"medium";"high";"low";15;"low";2
2275;29;"high";"low";"low";15;"low";2
2276;29;"high";"medium";"low";15;"low";2
2277;29;"high";"high";"low";15;"low";2
2278;29;"low";"low";"low";15;"medium";12
2279;29;"low";"medium";"low";15;"medium";12
2280;29;"low";"high";"low";15;"medium";12
2281;29;"medium";"low";"low";15;"medium";12
2282;29;"medium";"medium";"low";15;"medium";12
2283;29;"medium";"high";"low";15;"medium";12
2284;29;"high";"low";"low";15;"medium";12
2285;29;"high";"medium";"low";15;"medium";12
2286;29;"high";"high";"low";15;"medium";12
2287;29;"low";"low";"low";15;"high";13
2288;29;"low";"medium";"low";15;"high";13
2289;29;"low";"high";"low";15;"high";13
2290;29;"medium";"low";"low";15;"high";13
2291;29;"medium";"medium";"low";15;"high";13
2292;29;"medium";"high";"low";15;"high";13
2293;29;"high";"low";"low";15;"high";13
2294;29;"high";"medium";"low";15;"high";13
2295;29;"high";"high";"low";15;"high";13
2296;29;"low";"low";"medium";32;"low";1
2297;29;"low";"medium";"medium";32;"low";1
2298;29;"low";"high";"medium";32;"low";1
2299;29;"medium";"low";"medium";32;"low";1
2300;29;"medium";"medium";"medium";32;"low";1
2301;29;"medium";"high";"medium";32;"low";1
2302;29;"high";"low";"medium";32;"low";1
